"Estimate","Std. Error","z value","Pr(>|z|)","term","Stratum","OR","CI_lower","CI_upper","OR_lower","OR_upper"
1.40220632203771,0.109911055402824,12.7576458700958,2.8261342018807e-37,"(Intercept)","Positive",4.06415692122833,1.18678461194539,1.61762803213003,3.27652893964359,5.04111875238461
-0.326405539209992,0.034475033065575,-9.46788183173416,2.85575656031129e-21,"modeldeepseekv31671b","Positive",0.721512526472994,-0.393975362384347,-0.258835716035638,0.674370670921168,0.771949831605737
0.0303965515744116,0.033811971078364,0.898987861546531,0.368659126228411,"modelgpt5nano","Positive",1.03086324335314,-0.0358736939854918,0.096666797134315,0.964762141048905,1.1014932917467
-0.105387869285181,0.0337986810117651,-3.11810597722722,0.00182017341175948,"modelllama33b","Positive",0.899975382072077,-0.171632066793198,-0.0391436717771634,0.842289022264134,0.961612542638347
0.097628551479006,0.0338892582979886,2.88081110010013,0.0039665328781669,"modelclaudesonnet45","Positive",1.10255316729394,0.0312068257521732,0.164050277205839,1.03169886371511,1.17827355390553
-0.164939430440412,0.0338019885801393,-4.87957772216169,1.06313221839422e-06,"modelqwen3","Positive",0.847945062191503,-0.231190110663319,-0.0986887502175044,0.793588582041635,0.906024664121529
0.0923826664793823,0.034574308455655,2.67200330551433,0.00753999057042845,"conditionmtp","Positive",1.09678444442998,0.0246182671159198,0.160147065842845,1.02492379872133,1.17368346704832
0.15381700693033,0.0346253238753316,4.44232687856287,8.89912283322328e-06,"conditionensemble_mtp","Positive",1.16627744655996,0.0859526191816454,0.221681394679015,1.0897546936127,1.24817363974377
0.0792978345132644,0.0152528405601228,5.19888962326017,2.00482523611802e-07,"z_log_char_length","Positive",1.08252668787128,0.0494028163534919,0.109192852673037,1.05064348188843,1.11537743312056
-0.0274703454101231,0.0159926942953602,-1.7176808924618,0.0858548364386922,"z_fog","Positive",0.972903533180941,-0.0588154502447884,0.00387475942454212,0.942880761515214,1.00388227601003
0.0137789920200798,0.0155411252895738,0.886614821213993,0.375286311530499,"z_mtld","Positive",1.0138743598514,-0.0166810538267096,0.0442390378668691,0.983457304562198,1.04523217509853
-0.0417581028428929,0.0458903116601574,-0.909954657796493,0.362846422670658,"regionAsia","Positive",0.959101756502469,-0.13170146093612,0.048185255250334,0.876602656155767,1.04936503770149
-0.0666908312078148,0.151446275897781,-0.440359664260269,0.659676633988394,"regionAustralia","Positive",0.935484379207714,-0.363520077560181,0.230138415144552,0.695224768658901,1.25877423128894
-0.0612908333451267,0.0817128140447035,-0.750076154660341,0.453208840025874,"regionEurope","Positive",0.940549656791468,-0.221445005948164,0.0988633392579108,0.801359990969045,1.10391542734846
-0.0413277427833096,0.055853638437355,-0.739929285531907,0.459342903475877,"regionM.America&Carib","Positive",0.959514604421799,-0.150798862526047,0.0681433769594283,0.860020663647585,1.07051878520443
0.0831128717936461,0.103124725437104,0.8059451449821,0.420274479112235,"regionMid.East","Positive",1.08666445539259,-0.119007875978659,0.285233619565952,0.887800808434193,1.33007272284007
-0.0379717347376051,0.063735372876729,-0.595771751599328,0.551327717351404,"regionN. America","Positive",0.962740152609656,-0.162890770117225,0.0869473006420147,0.849683994228999,1.09083919167843
-0.123180444787839,0.05680855245103,-2.168343312286,0.0301325753211481,"regionOceania","Positive",0.884104116186925,-0.234523161605713,-0.0118377279699658,0.790947914055496,0.988232062274356
0.0785787499184145,0.0575423362307344,1.36558150164998,0.172070355940827,"regionS. America","Positive",1.08174853941733,-0.0342021566801191,0.191359656516948,0.966376125500296,1.21089488000929
0.0129705679323856,0.0162001466226133,0.800645095043792,0.423337136449847,"z_year","Positive",1.01305505061628,-0.0187811359922046,0.0447222718569757,0.981394130592066,1.04573738887149
-2.28929024928854,0.62506144094038,-3.66250435452296,0.000249761505700744,"feature_typemulticlass","Positive",0.101338361309558,-3.5143881616564,-1.06419233692069,0.0297660093697064,0.34500639119458
